sepal_length,sepal_width,petal_length,petal_width,species
20834.1,20832.5,20830.4,1.6,virginica
20835.1,20833.5,20831.4,1.9,virginica
20836.1,20834.5,20832.4,2,virginica
20837.1,20835.5,20833.4,2.2,virginica
20838.1,20836.5,20834.4,1.5,virginica
20839.1,20837.5,20835.4,1.4,virginica
20840.1,20838.5,20836.4,2.3,virginica
20841.1,20839.5,20837.4,2.4,virginica
20842.1,20840.5,20838.4,1.8,virginica
20843.1,20841.5,20839.4,1.8,virginica
20844.1,20842.5,20840.4,2.1,virginica
20845.1,20843.5,20841.4,2.4,virginica
20846.1,20844.5,20842.4,2.3,virginica
20847.1,20845.5,20843.4,1.9,virginica
20848.1,20846.5,20844.4,2.3,virginica
20849.1,20847.5,20845.4,2.5,virginica
20850.1,20848.5,20846.4,2.3,virginica
20851.1,20849.5,20847.4,1.9,virginica
20852.1,20850.5,20848.4,2,virginica
20853.1,20851.5,20849.4,2.3,virginica
20854.1,20852.5,20850.4,1.8,virginica
20855.1,20853.5,20851.4,0.2,setosa
20856.1,20854.5,20852.4,0.2,setosa
20857.1,20855.5,20853.4,0.2,setosa
20858.1,20856.5,20854.4,0.2,setosa
20859.1,20857.5,20855.4,0.2,setosa
20860.1,20858.5,20856.4,0.4,setosa
20861.1,20859.5,20857.4,0.3,setosa
20862.1,20860.5,20858.4,0.2,setosa
20863.1,20861.5,20859.4,0.2,setosa
20864.1,20862.5,20860.4,0.1,setosa
20865.1,20863.5,20861.4,0.2,setosa
20866.1,20864.5,20862.4,0.2,setosa
20867.1,20865.5,20863.4,0.1,setosa
20868.1,20866.5,20864.4,0.1,setosa
20869.1,20867.5,20865.4,0.2,setosa
20870.1,20868.5,20866.4,0.4,setosa
20871.1,20869.5,20867.4,0.4,setosa
20872.1,20870.5,20868.4,0.3,setosa
20873.1,20871.5,20869.4,0.3,setosa
20874.1,20872.5,20870.4,0.3,setosa
20875.1,20873.5,20871.4,0.2,setosa
20876.1,20874.5,20872.4,0.4,setosa
20877.1,20875.5,20873.4,0.2,setosa
20878.1,20876.5,20874.4,0.5,setosa
20879.1,20877.5,20875.4,0.2,setosa
20880.1,20878.5,20876.4,0.2,setosa
20881.1,20879.5,20877.4,0.4,setosa
20882.1,20880.5,20878.4,0.2,setosa
20883.1,20881.5,20879.4,0.2,setosa
20884.1,20882.5,20880.4,0.2,setosa
20885.1,20883.5,20881.4,0.2,setosa
20886.1,20884.5,20882.4,0.4,setosa
20887.1,20885.5,20883.4,0.1,setosa
20888.1,20886.5,20884.4,0.2,setosa
20889.1,20887.5,20885.4,0.1,setosa
20890.1,20888.5,20886.4,0.2,setosa
20891.1,20889.5,20887.4,0.2,setosa
20892.1,20890.5,20888.4,0.1,setosa
20893.1,20891.5,20889.4,0.2,setosa
20894.1,20892.5,20890.4,0.2,setosa
20895.1,20893.5,20891.4,0.3,setosa
20896.1,20894.5,20892.4,0.3,setosa
20897.1,20895.5,20893.4,0.2,setosa
20898.1,20896.5,20894.4,0.6,setosa
20899.1,20897.5,20895.4,0.4,setosa
20900.1,20898.5,20896.4,0.3,setosa
20901.1,20899.5,20897.4,0.2,setosa
20902.1,20900.5,20898.4,0.2,setosa
20903.1,20901.5,20899.4,0.2,setosa
20904.1,20902.5,20900.4,0.2,setosa
20905.1,20903.5,20901.4,1.4,versicolor
20906.1,20904.5,20902.4,1.5,versicolor
20907.1,20905.5,20903.4,1.5,versicolor
20908.1,20906.5,20904.4,1.3,versicolor
20909.1,20907.5,20905.4,1.5,versicolor
20910.1,20908.5,20906.4,1.3,versicolor
20911.1,20909.5,20907.4,1.6,versicolor
20912.1,20910.5,20908.4,1,versicolor
20913.1,20911.5,20909.4,1.3,versicolor
20914.1,20912.5,20910.4,1.4,versicolor
20915.1,20913.5,20911.4,1,versicolor
20916.1,20914.5,20912.4,1.5,versicolor
20917.1,20915.5,20913.4,1,versicolor
20918.1,20916.5,20914.4,1.4,versicolor
20919.1,20917.5,20915.4,1.3,versicolor
20920.1,20918.5,20916.4,1.4,versicolor
20921.1,20919.5,20917.4,1.5,versicolor
20922.1,20920.5,20918.4,1,versicolor
20923.1,20921.5,20919.4,1.5,versicolor
20924.1,20922.5,20920.4,1.1,versicolor
20925.1,20923.5,20921.4,1.8,versicolor
20926.1,20924.5,20922.4,1.3,versicolor
20927.1,20925.5,20923.4,1.5,versicolor
20928.1,20926.5,20924.4,1.2,versicolor
20929.1,20927.5,20925.4,1.3,versicolor
20930.1,20928.5,20926.4,1.4,versicolor
20931.1,20929.5,20927.4,1.4,versicolor
20932.1,20930.5,20928.4,1.7,versicolor
20933.1,20931.5,20929.4,1.5,versicolor
20934.1,20932.5,20930.4,1,versicolor
20935.1,20933.5,20931.4,1.1,versicolor
20936.1,20934.5,20932.4,1,versicolor
20937.1,20935.5,20933.4,1.2,versicolor
20938.1,20936.5,20934.4,1.6,versicolor
20939.1,20937.5,20935.4,1.5,versicolor
20940.1,20938.5,20936.4,1.6,versicolor
20941.1,20939.5,20937.4,1.5,versicolor
20942.1,20940.5,20938.4,1.3,versicolor
20943.1,20941.5,20939.4,1.3,versicolor
20944.1,20942.5,20940.4,1.3,versicolor
20945.1,20943.5,20941.4,1.2,versicolor
20946.1,20944.5,20942.4,1.4,versicolor
20947.1,20945.5,20943.4,1.2,versicolor
20948.1,20946.5,20944.4,1,versicolor
20949.1,20947.5,20945.4,1.3,versicolor
20950.1,20948.5,20946.4,1.2,versicolor
20951.1,20949.5,20947.4,1.3,versicolor
20952.1,20950.5,20948.4,1.3,versicolor
20953.1,20951.5,20949.4,1.1,versicolor
20954.1,20952.5,20950.4,1.3,versicolor
20955.1,20953.5,20951.4,2.5,virginica
20956.1,20954.5,20952.4,1.9,virginica
20957.1,20955.5,20953.4,2.1,virginica
20958.1,20956.5,20954.4,1.8,virginica
20959.1,20957.5,20955.4,2.2,virginica
20960.1,20958.5,20956.4,2.1,virginica
20961.1,20959.5,20957.4,1.7,virginica
20962.1,20960.5,20958.4,1.8,virginica
20963.1,20961.5,20959.4,1.8,virginica
20964.1,20962.5,20960.4,2.5,virginica
20965.1,20963.5,20961.4,2,virginica
20966.1,20964.5,20962.4,1.9,virginica
20967.1,20965.5,20963.4,2.1,virginica
20968.1,20966.5,20964.4,2,virginica
20969.1,20967.5,20965.4,2.4,virginica
20970.1,20968.5,20966.4,2.3,virginica
20971.1,20969.5,20967.4,1.8,virginica
20972.1,20970.5,20968.4,2.2,virginica
20973.1,20971.5,20969.4,2.3,virginica
20974.1,20972.5,20970.4,1.5,virginica
20975.1,20973.5,20971.4,2.3,virginica
20976.1,20974.5,20972.4,2,virginica
20977.1,20975.5,20973.4,2,virginica
20978.1,20976.5,20974.4,1.8,virginica
20979.1,20977.5,20975.4,2.1,virginica
20980.1,20978.5,20976.4,1.8,virginica
20981.1,20979.5,20977.4,1.8,virginica
20982.1,20980.5,20978.4,1.8,virginica
20983.1,20981.5,20979.4,2.1,virginica
20984.1,20982.5,20980.4,1.6,virginica
20985.1,20983.5,20981.4,1.9,virginica
20986.1,20984.5,20982.4,2,virginica
20987.1,20985.5,20983.4,2.2,virginica
20988.1,20986.5,20984.4,1.5,virginica
20989.1,20987.5,20985.4,1.4,virginica
20990.1,20988.5,20986.4,2.3,virginica
20991.1,20989.5,20987.4,2.4,virginica
20992.1,20990.5,20988.4,1.8,virginica
20993.1,20991.5,20989.4,1.8,virginica
20994.1,20992.5,20990.4,2.1,virginica
20995.1,20993.5,20991.4,2.4,virginica
20996.1,20994.5,20992.4,2.3,virginica
20997.1,20995.5,20993.4,1.9,virginica
20998.1,20996.5,20994.4,2.3,virginica
20999.1,20997.5,20995.4,2.5,virginica
21000.1,20998.5,20996.4,2.3,virginica
21001.1,20999.5,20997.4,1.9,virginica
21002.1,21000.5,20998.4,2,virginica
21003.1,21001.5,20999.4,2.3,virginica
21004.1,21002.5,21000.4,1.8,virginica
21005.1,21003.5,21001.4,0.2,setosa
21006.1,21004.5,21002.4,0.2,setosa
21007.1,21005.5,21003.4,0.2,setosa
21008.1,21006.5,21004.4,0.2,setosa
21009.1,21007.5,21005.4,0.2,setosa
21010.1,21008.5,21006.4,0.4,setosa
21011.1,21009.5,21007.4,0.3,setosa
21012.1,21010.5,21008.4,0.2,setosa
21013.1,21011.5,21009.4,0.2,setosa
21014.1,21012.5,21010.4,0.1,setosa
21015.1,21013.5,21011.4,0.2,setosa
21016.1,21014.5,21012.4,0.2,setosa
21017.1,21015.5,21013.4,0.1,setosa
21018.1,21016.5,21014.4,0.1,setosa
21019.1,21017.5,21015.4,0.2,setosa
21020.1,21018.5,21016.4,0.4,setosa
21021.1,21019.5,21017.4,0.4,setosa
21022.1,21020.5,21018.4,0.3,setosa
21023.1,21021.5,21019.4,0.3,setosa
21024.1,21022.5,21020.4,0.3,setosa
21025.1,21023.5,21021.4,0.2,setosa
21026.1,21024.5,21022.4,0.4,setosa
21027.1,21025.5,21023.4,0.2,setosa
21028.1,21026.5,21024.4,0.5,setosa
21029.1,21027.5,21025.4,0.2,setosa
21030.1,21028.5,21026.4,0.2,setosa
21031.1,21029.5,21027.4,0.4,setosa
21032.1,21030.5,21028.4,0.2,setosa
21033.1,21031.5,21029.4,0.2,setosa
21034.1,21032.5,21030.4,0.2,setosa
21035.1,21033.5,21031.4,0.2,setosa
21036.1,21034.5,21032.4,0.4,setosa
21037.1,21035.5,21033.4,0.1,setosa
21038.1,21036.5,21034.4,0.2,setosa
21039.1,21037.5,21035.4,0.1,setosa
21040.1,21038.5,21036.4,0.2,setosa
21041.1,21039.5,21037.4,0.2,setosa
21042.1,21040.5,21038.4,0.1,setosa
21043.1,21041.5,21039.4,0.2,setosa
21044.1,21042.5,21040.4,0.2,setosa
21045.1,21043.5,21041.4,0.3,setosa
21046.1,21044.5,21042.4,0.3,setosa
21047.1,21045.5,21043.4,0.2,setosa
21048.1,21046.5,21044.4,0.6,setosa
21049.1,21047.5,21045.4,0.4,setosa
21050.1,21048.5,21046.4,0.3,setosa
21051.1,21049.5,21047.4,0.2,setosa
21052.1,21050.5,21048.4,0.2,setosa
21053.1,21051.5,21049.4,0.2,setosa
21054.1,21052.5,21050.4,0.2,setosa
21055.1,21053.5,21051.4,1.4,versicolor
21056.1,21054.5,21052.4,1.5,versicolor
21057.1,21055.5,21053.4,1.5,versicolor
21058.1,21056.5,21054.4,1.3,versicolor
21059.1,21057.5,21055.4,1.5,versicolor
21060.1,21058.5,21056.4,1.3,versicolor
21061.1,21059.5,21057.4,1.6,versicolor
21062.1,21060.5,21058.4,1,versicolor
21063.1,21061.5,21059.4,1.3,versicolor
21064.1,21062.5,21060.4,1.4,versicolor
21065.1,21063.5,21061.4,1,versicolor
21066.1,21064.5,21062.4,1.5,versicolor
21067.1,21065.5,21063.4,1,versicolor
21068.1,21066.5,21064.4,1.4,versicolor
21069.1,21067.5,21065.4,1.3,versicolor
21070.1,21068.5,21066.4,1.4,versicolor
21071.1,21069.5,21067.4,1.5,versicolor
21072.1,21070.5,21068.4,1,versicolor
21073.1,21071.5,21069.4,1.5,versicolor
21074.1,21072.5,21070.4,1.1,versicolor
21075.1,21073.5,21071.4,1.8,versicolor
21076.1,21074.5,21072.4,1.3,versicolor
21077.1,21075.5,21073.4,1.5,versicolor
21078.1,21076.5,21074.4,1.2,versicolor
21079.1,21077.5,21075.4,1.3,versicolor
21080.1,21078.5,21076.4,1.4,versicolor
21081.1,21079.5,21077.4,1.4,versicolor
21082.1,21080.5,21078.4,1.7,versicolor
21083.1,21081.5,21079.4,1.5,versicolor
21084.1,21082.5,21080.4,1,versicolor
21085.1,21083.5,21081.4,1.1,versicolor
21086.1,21084.5,21082.4,1,versicolor
21087.1,21085.5,21083.4,1.2,versicolor
21088.1,21086.5,21084.4,1.6,versicolor
21089.1,21087.5,21085.4,1.5,versicolor
21090.1,21088.5,21086.4,1.6,versicolor
21091.1,21089.5,21087.4,1.5,versicolor
21092.1,21090.5,21088.4,1.3,versicolor
21093.1,21091.5,21089.4,1.3,versicolor
21094.1,21092.5,21090.4,1.3,versicolor
21095.1,21093.5,21091.4,1.2,versicolor
21096.1,21094.5,21092.4,1.4,versicolor
21097.1,21095.5,21093.4,1.2,versicolor
21098.1,21096.5,21094.4,1,versicolor
21099.1,21097.5,21095.4,1.3,versicolor
21100.1,21098.5,21096.4,1.2,versicolor
21101.1,21099.5,21097.4,1.3,versicolor
21102.1,21100.5,21098.4,1.3,versicolor
21103.1,21101.5,21099.4,1.1,versicolor
21104.1,21102.5,21100.4,1.3,versicolor
21105.1,21103.5,21101.4,2.5,virginica
21106.1,21104.5,21102.4,1.9,virginica
21107.1,21105.5,21103.4,2.1,virginica
21108.1,21106.5,21104.4,1.8,virginica
21109.1,21107.5,21105.4,2.2,virginica
21110.1,21108.5,21106.4,2.1,virginica
21111.1,21109.5,21107.4,1.7,virginica
21112.1,21110.5,21108.4,1.8,virginica
21113.1,21111.5,21109.4,1.8,virginica
21114.1,21112.5,21110.4,2.5,virginica
21115.1,21113.5,21111.4,2,virginica
21116.1,21114.5,21112.4,1.9,virginica
21117.1,21115.5,21113.4,2.1,virginica
21118.1,21116.5,21114.4,2,virginica
21119.1,21117.5,21115.4,2.4,virginica
21120.1,21118.5,21116.4,2.3,virginica
21121.1,21119.5,21117.4,1.8,virginica
21122.1,21120.5,21118.4,2.2,virginica
21123.1,21121.5,21119.4,2.3,virginica
21124.1,21122.5,21120.4,1.5,virginica
21125.1,21123.5,21121.4,2.3,virginica
21126.1,21124.5,21122.4,2,virginica
21127.1,21125.5,21123.4,2,virginica
21128.1,21126.5,21124.4,1.8,virginica
21129.1,21127.5,21125.4,2.1,virginica
21130.1,21128.5,21126.4,1.8,virginica
21131.1,21129.5,21127.4,1.8,virginica
21132.1,21130.5,21128.4,1.8,virginica
21133.1,21131.5,21129.4,2.1,virginica
21134.1,21132.5,21130.4,1.6,virginica
21135.1,21133.5,21131.4,1.9,virginica
21136.1,21134.5,21132.4,2,virginica
21137.1,21135.5,21133.4,2.2,virginica
21138.1,21136.5,21134.4,1.5,virginica
21139.1,21137.5,21135.4,1.4,virginica
21140.1,21138.5,21136.4,2.3,virginica
21141.1,21139.5,21137.4,2.4,virginica
21142.1,21140.5,21138.4,1.8,virginica
21143.1,21141.5,21139.4,1.8,virginica
21144.1,21142.5,21140.4,2.1,virginica
21145.1,21143.5,21141.4,2.4,virginica
21146.1,21144.5,21142.4,2.3,virginica
21147.1,21145.5,21143.4,1.9,virginica
21148.1,21146.5,21144.4,2.3,virginica
21149.1,21147.5,21145.4,2.5,virginica
21150.1,21148.5,21146.4,2.3,virginica
21151.1,21149.5,21147.4,1.9,virginica
21152.1,21150.5,21148.4,2,virginica
21153.1,21151.5,21149.4,2.3,virginica
21154.1,21152.5,21150.4,1.8,virginica
21155.1,21153.5,21151.4,0.2,setosa
21156.1,21154.5,21152.4,0.2,setosa
21157.1,21155.5,21153.4,0.2,setosa
21158.1,21156.5,21154.4,0.2,setosa
21159.1,21157.5,21155.4,0.2,setosa
21160.1,21158.5,21156.4,0.4,setosa
21161.1,21159.5,21157.4,0.3,setosa
21162.1,21160.5,21158.4,0.2,setosa
21163.1,21161.5,21159.4,0.2,setosa
21164.1,21162.5,21160.4,0.1,setosa
21165.1,21163.5,21161.4,0.2,setosa
21166.1,21164.5,21162.4,0.2,setosa
21167.1,21165.5,21163.4,0.1,setosa
21168.1,21166.5,21164.4,0.1,setosa
21169.1,21167.5,21165.4,0.2,setosa
21170.1,21168.5,21166.4,0.4,setosa
21171.1,21169.5,21167.4,0.4,setosa
21172.1,21170.5,21168.4,0.3,setosa
21173.1,21171.5,21169.4,0.3,setosa
21174.1,21172.5,21170.4,0.3,setosa
21175.1,21173.5,21171.4,0.2,setosa
21176.1,21174.5,21172.4,0.4,setosa
21177.1,21175.5,21173.4,0.2,setosa
21178.1,21176.5,21174.4,0.5,setosa
21179.1,21177.5,21175.4,0.2,setosa
21180.1,21178.5,21176.4,0.2,setosa
21181.1,21179.5,21177.4,0.4,setosa
21182.1,21180.5,21178.4,0.2,setosa
21183.1,21181.5,21179.4,0.2,setosa
21184.1,21182.5,21180.4,0.2,setosa
21185.1,21183.5,21181.4,0.2,setosa
21186.1,21184.5,21182.4,0.4,setosa
21187.1,21185.5,21183.4,0.1,setosa
21188.1,21186.5,21184.4,0.2,setosa
21189.1,21187.5,21185.4,0.1,setosa
21190.1,21188.5,21186.4,0.2,setosa
21191.1,21189.5,21187.4,0.2,setosa
21192.1,21190.5,21188.4,0.1,setosa
21193.1,21191.5,21189.4,0.2,setosa
21194.1,21192.5,21190.4,0.2,setosa
21195.1,21193.5,21191.4,0.3,setosa
21196.1,21194.5,21192.4,0.3,setosa
21197.1,21195.5,21193.4,0.2,setosa
21198.1,21196.5,21194.4,0.6,setosa
21199.1,21197.5,21195.4,0.4,setosa
21200.1,21198.5,21196.4,0.3,setosa
21201.1,21199.5,21197.4,0.2,setosa
21202.1,21200.5,21198.4,0.2,setosa
21203.1,21201.5,21199.4,0.2,setosa
21204.1,21202.5,21200.4,0.2,setosa
21205.1,21203.5,21201.4,1.4,versicolor
21206.1,21204.5,21202.4,1.5,versicolor
21207.1,21205.5,21203.4,1.5,versicolor
21208.1,21206.5,21204.4,1.3,versicolor
21209.1,21207.5,21205.4,1.5,versicolor
21210.1,21208.5,21206.4,1.3,versicolor
21211.1,21209.5,21207.4,1.6,versicolor
21212.1,21210.5,21208.4,1,versicolor
21213.1,21211.5,21209.4,1.3,versicolor
21214.1,21212.5,21210.4,1.4,versicolor
21215.1,21213.5,21211.4,1,versicolor
21216.1,21214.5,21212.4,1.5,versicolor
21217.1,21215.5,21213.4,1,versicolor
21218.1,21216.5,21214.4,1.4,versicolor
21219.1,21217.5,21215.4,1.3,versicolor
21220.1,21218.5,21216.4,1.4,versicolor
21221.1,21219.5,21217.4,1.5,versicolor
21222.1,21220.5,21218.4,1,versicolor
21223.1,21221.5,21219.4,1.5,versicolor
21224.1,21222.5,21220.4,1.1,versicolor
21225.1,21223.5,21221.4,1.8,versicolor
21226.1,21224.5,21222.4,1.3,versicolor
21227.1,21225.5,21223.4,1.5,versicolor
21228.1,21226.5,21224.4,1.2,versicolor
21229.1,21227.5,21225.4,1.3,versicolor
21230.1,21228.5,21226.4,1.4,versicolor
21231.1,21229.5,21227.4,1.4,versicolor
21232.1,21230.5,21228.4,1.7,versicolor
21233.1,21231.5,21229.4,1.5,versicolor
21234.1,21232.5,21230.4,1,versicolor
21235.1,21233.5,21231.4,1.1,versicolor
21236.1,21234.5,21232.4,1,versicolor
21237.1,21235.5,21233.4,1.2,versicolor
21238.1,21236.5,21234.4,1.6,versicolor
21239.1,21237.5,21235.4,1.5,versicolor
21240.1,21238.5,21236.4,1.6,versicolor
21241.1,21239.5,21237.4,1.5,versicolor
21242.1,21240.5,21238.4,1.3,versicolor
21243.1,21241.5,21239.4,1.3,versicolor
21244.1,21242.5,21240.4,1.3,versicolor
21245.1,21243.5,21241.4,1.2,versicolor
21246.1,21244.5,21242.4,1.4,versicolor
21247.1,21245.5,21243.4,1.2,versicolor
21248.1,21246.5,21244.4,1,versicolor
21249.1,21247.5,21245.4,1.3,versicolor
21250.1,21248.5,21246.4,1.2,versicolor
21251.1,21249.5,21247.4,1.3,versicolor
21252.1,21250.5,21248.4,1.3,versicolor
21253.1,21251.5,21249.4,1.1,versicolor
21254.1,21252.5,21250.4,1.3,versicolor
21255.1,21253.5,21251.4,2.5,virginica
21256.1,21254.5,21252.4,1.9,virginica
21257.1,21255.5,21253.4,2.1,virginica
21258.1,21256.5,21254.4,1.8,virginica
21259.1,21257.5,21255.4,2.2,virginica
21260.1,21258.5,21256.4,2.1,virginica
21261.1,21259.5,21257.4,1.7,virginica
21262.1,21260.5,21258.4,1.8,virginica
21263.1,21261.5,21259.4,1.8,virginica
21264.1,21262.5,21260.4,2.5,virginica
21265.1,21263.5,21261.4,2,virginica
21266.1,21264.5,21262.4,1.9,virginica
21267.1,21265.5,21263.4,2.1,virginica
21268.1,21266.5,21264.4,2,virginica
21269.1,21267.5,21265.4,2.4,virginica
21270.1,21268.5,21266.4,2.3,virginica
21271.1,21269.5,21267.4,1.8,virginica
21272.1,21270.5,21268.4,2.2,virginica
21273.1,21271.5,21269.4,2.3,virginica
21274.1,21272.5,21270.4,1.5,virginica
21275.1,21273.5,21271.4,2.3,virginica
21276.1,21274.5,21272.4,2,virginica
21277.1,21275.5,21273.4,2,virginica
21278.1,21276.5,21274.4,1.8,virginica
21279.1,21277.5,21275.4,2.1,virginica
21280.1,21278.5,21276.4,1.8,virginica
21281.1,21279.5,21277.4,1.8,virginica
21282.1,21280.5,21278.4,1.8,virginica
21283.1,21281.5,21279.4,2.1,virginica
21284.1,21282.5,21280.4,1.6,virginica
21285.1,21283.5,21281.4,1.9,virginica
21286.1,21284.5,21282.4,2,virginica
21287.1,21285.5,21283.4,2.2,virginica
21288.1,21286.5,21284.4,1.5,virginica
21289.1,21287.5,21285.4,1.4,virginica
21290.1,21288.5,21286.4,2.3,virginica
21291.1,21289.5,21287.4,2.4,virginica
21292.1,21290.5,21288.4,1.8,virginica
21293.1,21291.5,21289.4,1.8,virginica
21294.1,21292.5,21290.4,2.1,virginica
21295.1,21293.5,21291.4,2.4,virginica
21296.1,21294.5,21292.4,2.3,virginica
21297.1,21295.5,21293.4,1.9,virginica
21298.1,21296.5,21294.4,2.3,virginica
21299.1,21297.5,21295.4,2.5,virginica
21300.1,21298.5,21296.4,2.3,virginica
21301.1,21299.5,21297.4,1.9,virginica
21302.1,21300.5,21298.4,2,virginica
21303.1,21301.5,21299.4,2.3,virginica
21304.1,21302.5,21300.4,1.8,virginica
21305.1,21303.5,21301.4,0.2,setosa
21306.1,21304.5,21302.4,0.2,setosa
21307.1,21305.5,21303.4,0.2,setosa
21308.1,21306.5,21304.4,0.2,setosa
21309.1,21307.5,21305.4,0.2,setosa
21310.1,21308.5,21306.4,0.4,setosa
21311.1,21309.5,21307.4,0.3,setosa
21312.1,21310.5,21308.4,0.2,setosa
21313.1,21311.5,21309.4,0.2,setosa
21314.1,21312.5,21310.4,0.1,setosa
21315.1,21313.5,21311.4,0.2,setosa
21316.1,21314.5,21312.4,0.2,setosa
21317.1,21315.5,21313.4,0.1,setosa
21318.1,21316.5,21314.4,0.1,setosa
21319.1,21317.5,21315.4,0.2,setosa
21320.1,21318.5,21316.4,0.4,setosa
21321.1,21319.5,21317.4,0.4,setosa
21322.1,21320.5,21318.4,0.3,setosa
21323.1,21321.5,21319.4,0.3,setosa
21324.1,21322.5,21320.4,0.3,setosa
21325.1,21323.5,21321.4,0.2,setosa
21326.1,21324.5,21322.4,0.4,setosa
21327.1,21325.5,21323.4,0.2,setosa
21328.1,21326.5,21324.4,0.5,setosa
21329.1,21327.5,21325.4,0.2,setosa
21330.1,21328.5,21326.4,0.2,setosa
21331.1,21329.5,21327.4,0.4,setosa
21332.1,21330.5,21328.4,0.2,setosa
21333.1,21331.5,21329.4,0.2,setosa
21334.1,21332.5,21330.4,0.2,setosa
21335.1,21333.5,21331.4,0.2,setosa
21336.1,21334.5,21332.4,0.4,setosa
21337.1,21335.5,21333.4,0.1,setosa
21338.1,21336.5,21334.4,0.2,setosa
21339.1,21337.5,21335.4,0.1,setosa
21340.1,21338.5,21336.4,0.2,setosa
21341.1,21339.5,21337.4,0.2,setosa
21342.1,21340.5,21338.4,0.1,setosa
21343.1,21341.5,21339.4,0.2,setosa
21344.1,21342.5,21340.4,0.2,setosa
21345.1,21343.5,21341.4,0.3,setosa
21346.1,21344.5,21342.4,0.3,setosa
21347.1,21345.5,21343.4,0.2,setosa
21348.1,21346.5,21344.4,0.6,setosa
21349.1,21347.5,21345.4,0.4,setosa
21350.1,21348.5,21346.4,0.3,setosa
21351.1,21349.5,21347.4,0.2,setosa
21352.1,21350.5,21348.4,0.2,setosa
21353.1,21351.5,21349.4,0.2,setosa
21354.1,21352.5,21350.4,0.2,setosa
21355.1,21353.5,21351.4,1.4,versicolor
21356.1,21354.5,21352.4,1.5,versicolor
21357.1,21355.5,21353.4,1.5,versicolor
21358.1,21356.5,21354.4,1.3,versicolor
21359.1,21357.5,21355.4,1.5,versicolor
21360.1,21358.5,21356.4,1.3,versicolor
21361.1,21359.5,21357.4,1.6,versicolor
21362.1,21360.5,21358.4,1,versicolor
21363.1,21361.5,21359.4,1.3,versicolor
21364.1,21362.5,21360.4,1.4,versicolor
21365.1,21363.5,21361.4,1,versicolor
21366.1,21364.5,21362.4,1.5,versicolor
21367.1,21365.5,21363.4,1,versicolor
21368.1,21366.5,21364.4,1.4,versicolor
21369.1,21367.5,21365.4,1.3,versicolor
21370.1,21368.5,21366.4,1.4,versicolor
21371.1,21369.5,21367.4,1.5,versicolor
21372.1,21370.5,21368.4,1,versicolor
21373.1,21371.5,21369.4,1.5,versicolor
21374.1,21372.5,21370.4,1.1,versicolor
21375.1,21373.5,21371.4,1.8,versicolor
21376.1,21374.5,21372.4,1.3,versicolor
21377.1,21375.5,21373.4,1.5,versicolor
21378.1,21376.5,21374.4,1.2,versicolor
21379.1,21377.5,21375.4,1.3,versicolor
21380.1,21378.5,21376.4,1.4,versicolor
21381.1,21379.5,21377.4,1.4,versicolor
21382.1,21380.5,21378.4,1.7,versicolor
21383.1,21381.5,21379.4,1.5,versicolor
21384.1,21382.5,21380.4,1,versicolor
21385.1,21383.5,21381.4,1.1,versicolor
21386.1,21384.5,21382.4,1,versicolor
21387.1,21385.5,21383.4,1.2,versicolor
21388.1,21386.5,21384.4,1.6,versicolor
21389.1,21387.5,21385.4,1.5,versicolor
21390.1,21388.5,21386.4,1.6,versicolor
21391.1,21389.5,21387.4,1.5,versicolor
21392.1,21390.5,21388.4,1.3,versicolor
21393.1,21391.5,21389.4,1.3,versicolor
21394.1,21392.5,21390.4,1.3,versicolor
21395.1,21393.5,21391.4,1.2,versicolor
21396.1,21394.5,21392.4,1.4,versicolor
21397.1,21395.5,21393.4,1.2,versicolor
21398.1,21396.5,21394.4,1,versicolor
21399.1,21397.5,21395.4,1.3,versicolor
21400.1,21398.5,21396.4,1.2,versicolor
21401.1,21399.5,21397.4,1.3,versicolor
21402.1,21400.5,21398.4,1.3,versicolor
21403.1,21401.5,21399.4,1.1,versicolor
21404.1,21402.5,21400.4,1.3,versicolor
21405.1,21403.5,21401.4,2.5,virginica
21406.1,21404.5,21402.4,1.9,virginica
21407.1,21405.5,21403.4,2.1,virginica
21408.1,21406.5,21404.4,1.8,virginica
21409.1,21407.5,21405.4,2.2,virginica
21410.1,21408.5,21406.4,2.1,virginica
21411.1,21409.5,21407.4,1.7,virginica
21412.1,21410.5,21408.4,1.8,virginica
21413.1,21411.5,21409.4,1.8,virginica
21414.1,21412.5,21410.4,2.5,virginica
21415.1,21413.5,21411.4,2,virginica
21416.1,21414.5,21412.4,1.9,virginica
21417.1,21415.5,21413.4,2.1,virginica
21418.1,21416.5,21414.4,2,virginica
21419.1,21417.5,21415.4,2.4,virginica
21420.1,21418.5,21416.4,2.3,virginica
21421.1,21419.5,21417.4,1.8,virginica
21422.1,21420.5,21418.4,2.2,virginica
21423.1,21421.5,21419.4,2.3,virginica
21424.1,21422.5,21420.4,1.5,virginica
21425.1,21423.5,21421.4,2.3,virginica
21426.1,21424.5,21422.4,2,virginica
21427.1,21425.5,21423.4,2,virginica
21428.1,21426.5,21424.4,1.8,virginica
21429.1,21427.5,21425.4,2.1,virginica
21430.1,21428.5,21426.4,1.8,virginica
21431.1,21429.5,21427.4,1.8,virginica
21432.1,21430.5,21428.4,1.8,virginica
21433.1,21431.5,21429.4,2.1,virginica
21434.1,21432.5,21430.4,1.6,virginica
21435.1,21433.5,21431.4,1.9,virginica
21436.1,21434.5,21432.4,2,virginica
